window_start,window_end,return_metric,section,predicted_tier_cal,filteredtier,optionType,filter_stage,n_trades,wins,losses,breakeven,win_rate,avg_pnl,median_pnl,avg_return_pct,median_return_pct,worst_drawdown_proxy,profit_factor,tradeable_coverage,avg_win_pnl,median_win_pnl,avg_loss_pnl_abs,median_loss_pnl_abs,win_loss_ratio,avg_win_return_pct,median_win_return_pct,avg_loss_return_pct_abs,median_loss_return_pct_abs,p25_win_return_pct,p75_win_return_pct,p25_loss_return_pct_abs,p75_loss_return_pct_abs
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,A_prime,call,A,967,753.0,182.0,32.0,0.7786970010341262,1524.4963805584282,1272.0,123.08052395725615,97.66666666666667,-36.67999999999999,27.46039523989015,0.59358841778697,2031.7410358565737,1851.0,306.11538461538464,202.0,6.637173882682612,164.15369632580797,139.06666666666666,25.213553113553118,17.633333333333333,59.86666666666667,243.93333333333334,7.350000000000001,37.53333333333334
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,Dropped,call,A,1359,551.0,755.0,53.0,0.40544518027961735,193.72185430463577,-67.0,449.14968847809996,-8.0,-2926.510635086622,1.7655921483097055,0.40029433406916853,1101.8929219600725,611.0,455.4635761589404,378.0,2.4192778075750048,1976.944716691002,75.33333333333333,634.3074334503375,44.4,21.133333333333333,263.4666666666667,21.3,81.19999999999999
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,A_prime,call,B,2242,1411.0,699.0,132.0,0.6293487957181089,836.8960749330954,219.0,65.19030627416001,17.1,-54.66,8.309648565785322,0.49910793933987513,1511.702338766832,942.0,367.22603719599425,283.0,4.116544541094218,118.664351523742,76.86666666666667,30.441678588459695,22.6,22.0,193.23333333333335,10.0,44.33333333333333
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,Dropped,call,B,4796,2441.0,2077.0,278.0,0.5089658048373644,308.76793160967475,8.0,566.7802271031856,1.0,-1367.824087218216,2.7164272004005787,0.35904920767306087,960.0995493650144,562.0,415.38372652864706,300.0,2.3113557129176576,1564.58362534518,80.66666666666666,530.0292057201291,37.733333333333334,23.733333333333334,238.33333333333334,16.53333333333333,80.4
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,A_prime,call,C,298,158.0,120.0,20.0,0.5302013422818792,816.5906040268457,33.0,61.4489932885906,2.4333333333333336,-74.36666666666666,5.010944453601451,0.540268456375839,1924.139240506329,1117.5,505.5833333333333,451.0,3.805780597671988,147.9215189873418,100.80000000000001,42.16499999999999,37.36666666666667,34.86666666666666,253.95,16.583333333333336,58.41666666666667
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,Dropped,call,C,1621,777.0,756.0,88.0,0.4793337446020975,226.8075262183837,0.0,235.49464426552115,0.0,-1694.9152542372879,2.2259171329300904,0.28439235040098704,859.1467181467182,475.0,396.6957671957672,303.5,2.1657572104184664,1025.462373161216,63.06666666666667,549.0045576611842,36.93333333333334,19.333333333333332,173.0,16.25,78.19999999999999
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,A_prime,call,D,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,Dropped,call,D,23,13.0,8.0,2.0,0.5652173913043478,226.91304347826087,150.0,412.9890364307099,19.333333333333332,-115.79333333333332,3.076800636689216,0.391304347826087,594.7692307692307,630.0,314.125,111.5,1.8934157764241328,778.4381966042345,52.400000000000006,77.61858974358975,13.533333333333335,22.066666666666666,101.53333333333335,6.0,85.85
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,A_prime,call,,197,21.0,169.0,7.0,0.1065989847715736,-562.6903553299493,-543.0,-42.07275803722507,-44.86666666666667,-121.86666666666666,0.10528354884013753,0.5279187817258884,621.1428571428571,302.0,733.1005917159763,610.0,0.8472818930468211,47.780952380952385,22.53333333333333,54.98067061143986,47.8,7.466666666666668,40.0,33.2,65.33333333333333
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S6_adaptive_tier,B,Dropped,call,,1137,255.0,826.0,56.0,0.22427440633245382,-241.896218117854,-287.0,-85.5585115836355,-32.0,-3231.1907270811375,0.38129227751370537,0.376429199648197,664.6941176470589,320.0,538.1755447941889,444.5,1.2350879263777281,1226.8137834360136,39.53333333333333,496.51034194525045,45.266666666666666,10.733333333333334,130.56428571428572,24.916666666666664,72.5
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S7_AA_intersection,A,A,call,A_plus_A,745,594.0,144.0,7.0,0.7973154362416107,1690.8872483221476,1663.0,129.35615212527952,126.93333333333334,-48.46666666666667,22.448095619157883,0.6026845637583893,2219.6026936026938,2158.5,407.86805555555554,338.5,5.441962574341305,170.57216610549932,167.93333333333334,34.37175925925927,28.06666666666667,81.16666666666666,242.76666666666665,13.216666666666665,49.03333333333334
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S7_AA_intersection,A,Dropped,call,A_plus_A,1600,774.0,814.0,12.0,0.48375,363.4675,-16.5,433.28721576349983,-1.7666666666666668,-149.2533333333333,2.3762983824208073,0.455625,1297.2777777777778,896.0,519.0970515970516,467.5,2.499104500375371,1368.9818836146978,95.93333333333334,450.0398436070955,44.099999999999994,37.7,203.61666666666667,24.0,73.96666666666667
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S7_AA_intersection,A,A,call,Not_AA,1154,641.0,492.0,21.0,0.5554592720970537,641.9618717504333,134.5,50.880762564991336,9.9,-77.33333333333333,3.6589523177144088,0.4896013864818024,1590.3884555382215,1027.0,566.290650406504,465.5,2.808431420148969,125.6410816432657,83.39999999999999,44.348644986449855,38.733333333333334,28.133333333333333,199.33333333333334,20.65,58.666666666666664
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S7_AA_intersection,A,Dropped,call,Not_AA,6838,2984.0,3734.0,120.0,0.4363849078677976,190.18631178707224,-72.5,357.6981188014842,-8.833333333333332,-1848.3357988165676,1.6751814509848713,0.31646680315881837,1081.3116621983913,690.0,515.8382431708624,426.0,2.096222365273964,1443.7203374219841,90.13333333333333,498.6935593204762,47.5,31.0,234.26666666666668,25.81666666666667,83.33333333333334
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S7_AA_intersection,B,A_prime,call,Not_AA,3705,2343.0,1170.0,192.0,0.6323886639676113,940.0817813765182,290.0,74.27773279352226,21.866666666666667,-60.44,8.008505577823925,0.5287449392712551,1698.664532650448,1244.0,424.75897435897434,332.5,3.9991257046751993,134.62148242993305,100.4,34.375327635327665,26.866666666666667,29.266666666666666,208.66666666666666,11.416666666666668,49.333333333333336
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S7_AA_intersection,B,Dropped,call,Not_AA,8936,4037.0,4422.0,477.0,0.4517681289167413,206.12768576544315,0.0,405.39703831136256,0.0,-1798.7923060471585,1.9428647479620695,0.3540734109221128,940.1862769383206,535.0,441.78539122568975,339.0,2.1281515767867902,1493.2342441522487,71.86666666666667,543.9978989806174,40.13333333333333,20.8,215.33333333333334,18.666666666666668,77.81666666666666
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S8_conflict,A,A,call,ML_A_but_not_adaptive,932,605.0,308.0,19.0,0.6491416309012875,925.7231759656653,348.5,72.23419170243206,27.533333333333335,-60.756666666666675,7.733530527350914,0.48175965665236054,1637.8595041322315,1068.0,416.0097402597403,339.0,3.9370700866513744,128.71735537190082,86.66666666666667,34.258874458874466,27.5,30.599999999999998,201.79999999999998,14.633333333333333,48.5
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S8_conflict,A,Dropped,call,ML_A_but_not_adaptive,5125,2604.0,2444.0,77.0,0.5080975609756098,355.7631219512195,13.0,528.1085643715622,1.4666666666666666,-2258.8859416445625,2.6158511133266864,0.2997073170731707,1133.5103686635944,742.5,461.6918985270049,360.0,2.455122934320438,1586.942820099973,100.96666666666667,583.4053646219619,47.199999999999996,37.2,273.73333333333335,22.333333333333332,94.66666666666667
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S8_conflict,A,A,call,aligned_or_none,967,630.0,328.0,9.0,0.6514994829369183,1176.58841778697,885.0,90.75953119613926,64.2,-78.2,6.438186189458792,0.5842812823164426,2138.0603174603175,2049.5,637.8567073170732,548.0,3.3519445557817202,165.05047619047616,160.4,49.4430894308943,43.333333333333336,73.48333333333333,237.56666666666666,24.633333333333333,63.56666666666666
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S8_conflict,A,Dropped,call,aligned_or_none,3313,1154.0,2104.0,55.0,0.3483247811651072,17.73498339873227,-265.0,130.58946247566882,-25.866666666666667,-175.6666666666665,1.0481484213027836,0.40959855116208876,1108.376083188908,714.0,579.995247148289,508.0,1.9110089067773457,1070.411058270927,65.66666666666666,381.46933082830765,46.53333333333333,28.000000000000004,169.45,28.933333333333334,72.81666666666666
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S8_conflict,B,A_prime,call,adaptive_only,967,753.0,182.0,32.0,0.7786970010341262,1524.4963805584282,1272.0,123.08052395725616,97.66666666666667,-36.67999999999999,27.46039523989015,0.59358841778697,2031.7410358565737,1851.0,306.11538461538464,202.0,6.637173882682612,164.1536963258079,139.06666666666666,25.213553113553107,17.633333333333333,59.86666666666667,243.93333333333334,7.350000000000001,37.53333333333334
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S8_conflict,B,Dropped,call,adaptive_only,1359,551.0,755.0,53.0,0.40544518027961735,193.72185430463577,-67.0,449.1496884780998,-8.0,-2926.510635086622,1.7655921483097055,0.40029433406916853,1101.8929219600725,611.0,455.4635761589404,378.0,2.4192778075750048,1976.9447166910027,75.33333333333333,634.3074334503374,44.4,21.133333333333333,263.4666666666667,21.3,81.19999999999999
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S8_conflict,B,A_prime,call,aligned_or_none,2738,1590.0,988.0,160.0,0.5807158509861212,733.6796932067202,145.0,57.041684928171435,10.633333333333333,-64.67666666666666,5.552503654349525,0.5058436815193572,1540.9245283018868,959.0,446.6143724696356,355.0,3.4502349751555546,120.63547169811324,76.80000000000001,36.06302294197029,28.5,22.48333333333333,194.9666666666667,12.666666666666668,51.36666666666667
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S8_conflict,B,Dropped,call,aligned_or_none,7577,3486.0,3667.0,424.0,0.46007654744621884,208.35277814438433,0.0,397.54962487905505,0.0,-1642.7011285038222,1.9807349195502268,0.3457832915401874,914.626792885829,522.5,438.96918461958006,332.0,2.0835785857689846,1416.7785727899848,71.46666666666667,525.4040351887887,39.33333333333333,20.8,202.63333333333333,18.133333333333333,76.96666666666667
2026-03-17 00:00:00,2026-04-30 00:00:00,coalesce_pnlpct_or_pnl_over_risk,S9_core_strategy,A,A,call,A_A_A,363,308.0,54.0,1.0,0.8484848484848485,2162.771349862259,2548.0,144.184756657484,169.86666666666667,-31.166666666666664,40.47536202735318,1.0,2613.551948051948,2900.0,368.2962962962963,307.5,7.096329706094387,174.23679653679656,193.33333333333331,24.55308641975309,20.5,74.21666666666667,255.98333333333335,10.533333333333333,36.56666666666667
